,index,High,Low,Open,Close,Volume
67,2020-08-06,140000.0,135000.0,138000.0,140000.0,484739.0
68,2020-08-07,155500.0,143000.0,143500.0,151000.0,1548323.0
69,2020-08-10,160000.0,150000.0,156500.0,155000.0,1107751.0
70,2020-08-11,154000.0,148000.0,151500.0,150000.0,662236.0
71,2020-08-12,152500.0,146000.0,148500.0,149500.0,613777.0
72,2020-08-13,157000.0,146500.0,156000.0,149500.0,920922.0
73,2020-08-14,150000.0,143000.0,150000.0,145500.0,476480.0
74,2020-08-18,153000.0,145500.0,147500.0,148500.0,708632.0
75,2020-08-19,154000.0,148500.0,152000.0,154000.0,500380.0
76,2020-08-20,155000.0,147500.0,153000.0,148000.0,527406.0
77,2020-08-21,150500.0,146500.0,150000.0,148000.0,346529.0
78,2020-08-24,153000.0,148000.0,149500.0,152000.0,385524.0
79,2020-08-25,153500.0,149500.0,153500.0,151000.0,318266.0
80,2020-08-26,152000.0,148500.0,150500.0,150000.0,323248.0
81,2020-08-27,155000.0,148500.0,149500.0,150500.0,594484.0
82,2020-08-28,154500.0,150500.0,154000.0,152500.0,415107.0
83,2020-08-31,168500.0,153500.0,154000.0,166500.0,1798138.0
84,2020-09-01,179500.0,160000.0,177500.0,162500.0,1795522.0
85,2020-09-02,173000.0,164500.0,165000.0,173000.0,1202889.0
86,2020-09-03,202000.0,176000.0,181500.0,194500.0,4764031.0
87,2020-09-04,200000.0,188000.0,188500.0,197500.0,2571667.0
88,2020-09-07,204500.0,193000.0,204000.0,193500.0,1160050.0
89,2020-09-08,197000.0,188500.0,193500.0,193000.0,831827.0
90,2020-09-09,194500.0,188500.0,190000.0,189000.0,777175.0
91,2020-09-10,195000.0,181000.0,195000.0,187000.0,1339368.0
92,2020-09-11,188500.0,182000.0,185500.0,183500.0,528319.0
93,2020-09-14,184000.0,176500.0,183500.0,181500.0,684796.0
94,2020-09-15,186500.0,178000.0,179000.0,184500.0,548135.0
95,2020-09-16,187000.0,182000.0,184500.0,182500.0,325331.0
96,2020-09-17,184000.0,179500.0,180500.0,180500.0,410928.0
97,2020-09-18,189000.0,181000.0,182000.0,186000.0,689778.0
98,2020-09-21,191000.0,185500.0,188500.0,188000.0,505537.0
99,2020-09-22,190000.0,180000.0,188000.0,181000.0,626845.0
100,2020-09-23,184000.0,167500.0,183000.0,174500.0,904823.0
101,2020-09-24,178000.0,166000.0,174000.0,167500.0,905067.0
102,2020-09-25,170500.0,160000.0,168500.0,166000.0,702880.0
103,2020-09-28,170000.0,162000.0,170000.0,167000.0,631876.0
104,2020-09-29,171000.0,163000.0,170500.0,166000.0,533354.0
105,2020-10-05,169500.0,162500.0,168000.0,163500.0,429111.0
106,2020-10-06,163500.0,155000.0,161000.0,160000.0,1105858.0
107,2020-10-07,162500.0,156500.0,158000.0,161000.0,545160.0
108,2020-10-08,163000.0,156500.0,161500.0,158000.0,648894.0
109,2020-10-12,159000.0,151500.0,158500.0,153000.0,766052.0
110,2020-10-13,156000.0,148500.0,154000.0,153500.0,797497.0
111,2020-10-14,153000.0,149500.0,152500.0,152000.0,480331.0
112,2020-10-15,154500.0,135000.0,154500.0,137000.0,1995819.0
113,2020-10-16,140500.0,134000.0,136000.0,136500.0,939361.0
114,2020-10-19,137500.0,133000.0,136000.0,133000.0,562067.0
115,2020-10-20,136000.0,130500.0,132500.0,135500.0,529898.0
116,2020-10-21,136500.0,131000.0,135500.0,133000.0,387195.0
117,2020-10-22,132000.0,127000.0,132000.0,127500.0,563312.0
118,2020-10-23,130000.0,126500.0,128000.0,127000.0,304384.0
119,2020-10-26,126500.0,121000.0,126000.0,121500.0,448855.0
120,2020-10-27,124500.0,120000.0,120000.0,122500.0,380980.0
121,2020-10-28,126500.0,121500.0,122000.0,126000.0,293576.0
122,2020-10-29,124500.0,121000.0,123500.0,123500.0,300676.0
123,2020-10-30,122500.0,116500.0,122500.0,117000.0,429714.0
124,2020-11-02,122500.0,116500.0,117000.0,121000.0,314258.0
125,2020-11-03,124000.0,121500.0,121500.0,122000.0,215142.0
126,2020-11-04,125500.0,122000.0,124000.0,124000.0,341575.0
127,2020-11-05,129000.0,124000.0,125000.0,126000.0,475375.0
128,2020-11-06,128000.0,125000.0,126500.0,126500.0,307451.0
129,2020-11-09,131500.0,127000.0,128500.0,129000.0,384415.0
130,2020-11-10,127500.0,123500.0,126000.0,125500.0,369203.0
131,2020-11-11,130000.0,121000.0,124500.0,129500.0,579042.0
